Gerçek Değerler,Tahmin Edilen Değerler
12750,11314.841
6995,5950.5835
12500,13948.382
19950,18116.178
21750,22949.037
10220,9995.64
14100,14208.583
18999,21419.771
10442,12925.761
6495,5118.838
12998,12116.7295
16495,17568.02
25500,29228.553
41519,45856.918
9990,10241.121
36500,28035.928
10998,12155.745
17367,15828.737
19490,20274.186
8800,8311.089
17699,18245.434
6000,7094.2744
35990,31870.002
21980,24525.717
15495,22885.223
13995,11079.692
11699,15812.38
6498,8233.073
22995,20517.57
6913,5116.507
52990,42116.902
10950,10636.185
15798,11705.184
9000,9342.473
23250,25440.207
20880,22653.512
2950,3550.4434
19998,17143.346
12699,11235.743
34350,31657.303
15525,16701.846
27750,26328.44
18700,18712.834
9799,9459.227
11350,11132.694
11000,11247.021
38888,40026.53
9789,9240.042
27500,27314.479
13212,13062.344
7995,7848.2607
12790,13937.818
9995,10576.794
9790,9565.427
16349,12944.476
16199,17996.146
8400,8982.337
9750,12392.481
24000,22050.979
13700,15928.476
19990,22916.75
17950,13573.499
8000,11216.546
20988,19188.666
11891,13379.637
16492,15723.359
12898,12777.22
7480,8384.063
16799,17344.545
8695,10365.8955
18500,20756.377
8399,10880.597
13589,12044.187
7990,8233.57
20980,21379.764
9750,10549.808
9995,9677.913
28480,28322.557
36500,28507.65
18620,19993.125
29990,28594.283
18499,21905.795
12400,12083.419
17330,16738.762
14995,16271.246
8021,8226.853
14990,20692.275
7400,7581.1143
21000,19770.686
32480,32340.26
12282,12522.2705
21999,21329.979
9860,9595.929
7990,7340.564
7560,7883.7974
20100,18879.318
34995,26206.361
29849,28315.809
17000,21934.686
10998,12140.325
11295,12599.697
30502,21472.422
10099,11873.706
6995,8949.185
20999,27530.895
16499,20214.096
41990,41184.176
29998,27073.387
15599,18691.402
22270,27520.463
12995,13464.155
8345,9074.152
15750,16718.346
14500,17721.518
9699,10960.489
6791,8042.334
21320,15774.981
8995,9458.986
15470,13543.687
9995,12112.598
8250,7780.135
14499,13622.133
16999,14132.38
13950,13368.378
33990,26465.65
8990,8638.363
16990,14013.497
27200,27342.38
23750,29089.756
26099,32270.57
23113,24706.443
33500,27814.566
25950,29082.186
19398,21543.666
8500,9973.192
8495,10845.74
16995,11325.362
12099,11723.714
32749,34706.65
16280,16273.794
20052,17750.041
7590,10649.003
45995,47076.08
8000,13061.239
14999,12717.064
16998,20318.586
9900,9615.419
12998,13770.128
30910,28356.588
8498,9434.703
20299,23834.463
16400,17854.377
43706,43341.664
1485,3470.2976
10795,9768.149
12699,14541.688
24490,27893.432
5992,8157.0566
18762,20976.436
41995,32657.256
5850,8057.208
17999,18082.06
10000,9648.54
16995,16384.598
23966,25786.932
42990,38519.855
18498,16897.268
4995,5907.69
12500,13399.776
10067,13447.444
13000,16342.247
10295,9659.476
17575,15944.299
10500,11747.02
11325,10812.11
7500,12418.049
12599,11033.276
2995,5261.6245
29480,25265.158
20216,24876.498
7095,9886.231
22299,23143.867
14991,15034.091
36950,36991.65
20299,17926.12
12289,10401.098
12698,14441.903
23992,22197.893
21995,18072.662
20689,19986.057
13298,13689.636
17520,14301.87
25551,24110.54
7295,8919.429
24299,25954.486
12500,9515.097
29490,31182.97
10695,13639.369
28395,29920.412
13998,13603.267
22390,15469.87
33980,39568.887
7995,8119.223
19424,25046.998
11998,10697.657
16695,17555.69
13499,13654.691
10500,11145.746
24450,24950.047
8998,9040.207
12750,12781.634
14995,13442.468
9617,10473.399
19999,18814.588
11750,12385.617
11950,11658.515
6400,5038.4434
11750,11497.412
10999,10219.763
9199,8134.193
15500,15002.976
6181,6291.602
21795,17493.145
9850,8910.462
19612,17995.629
5798,6607.237
17992,15955.463
17530,17409.049
30888,25840.53
7495,6325.645
28348,27445.586
8995,11819.736
15998,13102.122
19990,18958.389
36450,37000.633
19298,18295.201
7500,7255.76
6290,7089.1523
26945,24097.9
10254,9319.438
32000,23451.33
4500,6313.5366
13491,14003.428
8995,9460.6045
13500,16378.899
13950,12872.097
47980,43711.867
4730,4912.176
24000,28157.84
16065,17658.678
19240,14226.434
8998,8095.035
24775,19601.176
11999,12740.647
14850,13779.671
30900,33825.457
23295,21369.076
43199,46579.69
15790,13709.059
23995,21977.582
19750,17730.098
7698,9704.892
32455,24347.592
20795,24275.188
19000,21922.328
24740,27533.041
20800,19833.957
51991,46883.664
14500,14570.1045
19000,16653.926
13580,12416.8955
21498,24910.69
9557,8531.886
29000,30349.033
10698,10079.72
17612,20908.648
10999,10559.577
11298,10168.161
11995,14324.626
10900,13365.39
12698,12997.11
16300,16865.928
18999,20457.404
8990,8455.128
49000,44236.758
16993,21022.533
6998,7259.6235
10495,12390.05
20391,29830.494
33111,30052.748
7600,7338.569
11999,10030.356
8499,7906.34
10195,10016.492
33995,28865.002
32990,28594.283
8989,14845.059
14490,12393.048
27950,27241.594
13495,17036.531
13299,12932.538
26990,30397.191
14790,17349.596
48500,49769.64
9975,8135.552
41995,37813.133
26980,38202.55
7998,8368.05
16799,13944.356
24775,24080.176
13991,11067.534
22475,24508.385
19298,20853.033
14560,17133.396
25000,26481.283
14330,14158.015
4995,5730.187
18999,16732.678
26480,24176.195
27950,32957.293
7691,8173.261
9000,8399.163
5990,5514.021
28880,30157.678
19999,22631.676
14500,17171.041
25480,27247.59
22650,22126.648
38570,36370.887
9298,10938.966
18990,17857.502
13300,13422.05
10391,11000.423
15124,14426.431
8000,9312.659
20000,19849.258
19900,21733.787
42888,49001.69
19750,18237.943
13695,13837.284
14990,12611.88
7695,7735.8438
9250,8291.484
9500,13010.044
20600,19364.883
26000,25998.725
7595,9945.001
12790,11621.28
7895,9106.704
15980,23691.16
34990,32900.402
6793,7762.685
8298,8731.145
18999,16769.723
6990,6662.4907
11298,8351.269
32243,32361.17
6452,6062.6074
13200,14668.806
30990,33233.574
5700,4915.5376
23600,24988.58
24498,25641.49
21499,17264.615
19000,22931.984
16990,19964.326
12192,13070.402
21972,18529.162
19495,25667.07
10980,9548.742
14495,15281.158
11000,10809.004
8250,9337.593
6062,6095.8184
12500,12714.671
12195,11911.616
12995,12717.66
17298,18773.791
10712,11609.971
8788,9788.112
12498,13555.228
9995,9749.831
31490,32955.906
16666,15265.177
19480,20342.127
48890,39246.75
16750,14457.784
19500,20296.963
20999,28281.49
26891,24380.84
29980,29122.54
30995,25264.574
14999,14514.109
9000,10211.087
9500,9930.972
13400,13743.338
15790,19570.229
24280,22362.152
20700,21046.232
19232,16157.429
17599,14862.007
12995,11240.327
18300,23836.2
9000,11632.878
27991,24284.01
13289,13193.76
16400,17880.846
9795,9024.335
37220,33740.312
15995,14950.352
11350,12277.435
7459,7843.008
11999,11154.587
31252,23953.404
29000,25280.658
26499,31472.172
26099,32764.043
10199,9883.581
10283,11797.02
7680,11833.453
16800,19646.107
3790,3832.1917
7490,8881.698
10495,11592.956
6995,8384.948
18200,19843.096
17399,16098.952
12599,14109.259
18298,15391.136
20495,17588.61
7498,8099.206
22990,30478.715
27450,23413.604
10785,13569.358
16798,17160.281
28750,28486.936
35995,30976.35
7495,8170.8643
11198,11252.731
22995,21094.25
33800,31833.03
25950,30550.006
44995,40607.92
22000,20469.174
13991,15614.368
44000,49496.875
12495,10321.393
9749,8993.962
9450,11095.235
15995,13699.805
14995,18701.34
34550,36312.926
7900,8303.774
18798,19838.412
11695,12641.873
18491,18443.775
10797,9971.709
17950,19143.932
23985,24482.334
8500,10331.683
15730,15487.753
18500,13964.86
10000,9993.786
26000,22484.314
7000,8002.5176
21500,20520.564
14449,13722.912
15698,15163.784
9950,15328.678
10270,11342.202
23799,25899.736
3991,3722.5637
54500,49088.82
15499,12056.0
14440,18743.385
7499,5790.0806
13998,14296.517
12960,11924.105
27990,23536.432
7475,8241.427
10450,10325.335
12990,12925.4795
14750,15319.558
5391,5651.6724
12245,12563.623
15800,16601.94
16250,17251.826
24990,23781.713
25879,25932.074
18500,19299.059
36900,31169.441
11698,10766.517
8500,9331.3125
9995,9305.274
23991,20086.377
16798,14670.79
37699,41236.668
16498,18956.895
14580,15958.542
7995,8556.075
12999,9685.386
11595,12287.763
20349,23893.943
15995,13985.159
15214,14727.691
16500,14972.992
7557,11625.821
13989,13639.135
9988,11544.948
20000,19642.686
14499,14350.331
30000,28306.201
8498,9781.838
10698,10885.286
14900,13648.228
9995,11442.017
29998,30685.06
14291,11953.276
22444,20627.822
51970,52854.76
10991,11336.024
7991,7899.308
6999,7610.35
23256,29372.29
13950,14508.545
16700,17058.979
13995,14890.597
12300,13586.5
24799,23796.635
39900,36512.895
30000,32589.072
9999,10565.657
13999,15178.593
11000,11411.831
9680,9380.735
14600,15836.069
6000,6174.437
19999,22738.465
4998,4722.8833
18199,17181.986
24750,23863.959
11291,11515.892
3500,3606.3098
14195,13778.563
8800,7984.6313
12999,13165.876
22990,23711.48
18495,20201.986
12500,14979.578
30498,29057.98
12000,10170.931
31995,29111.738
13180,13406.665
14000,14321.752
17999,22130.807
14500,12493.927
27895,29630.69
29990,29117.688
9689,10127.1455
40532,41148.01
14990,11303.458
17089,17537.69
20495,17401.77
9671,10120.1455
36809,29401.764
3695,3308.707
29500,28951.338
13999,13137.569
23632,21433.264
11211,9302.096
9290,12879.053
20495,25687.623
16199,19678.32
12995,13587.51
49280,54845.496
7395,7688.798
15797,13250.847
17495,15056.102
10995,14074.618
8980,8418.099
11990,12053.372
27950,25189.389
21205,20611.625
17995,14021.972
23450,24498.484
21875,20117.484
11900,12437.671
16698,19777.424
11295,12455.874
9995,12221.096
12795,12058.669
17298,14871.718
17399,14583.276
10000,9296.793
20550,16331.8545
10799,9223.599
4998,5096.3887
18999,20962.8
7495,7818.701
18498,16265.899
22444,22960.127
6450,5462.1753
22264,24577.006
23990,23153.307
12000,10366.062
10800,13696.892
19750,22731.742
9500,8891.61
20991,18523.377
10995,10945.675
11998,11923.382
18495,14066.845
27695,31340.521
20549,21247.84
15995,18055.008
15170,14473.505
26072,26503.787
14099,15730.28
8990,9283.899
26299,31560.768
10550,9547.187
16690,17576.62
22750,19163.871
17500,19488.041
16290,15876.704
15895,14808.387
36980,29013.893
15590,13005.038
25092,22468.646
33599,29535.896
23963,21902.006
30500,32949.18
6495,5659.8306
15699,15719.265
7491,10313.044
6250,5962.0054
14200,13710.377
13895,14719.2
16958,19022.982
18990,18607.236
8995,13022.386
10475,10736.487
12000,11169.567
9990,10618.024
3200,9087.465
12995,10372.364
12000,13305.47
18497,17385.691
13995,12330.128
17295,14798.248
14500,12585.386
21000,28844.137
8995,9865.114
